"id","edicao","topico","titulo","link","selecionado","foco","nivel","aplicacao","tema","tecnologia"
"06-6E2",6,Research in Statistics Education,TEACHERS' BELIEFS ABOUT USEFULNESS OF SIMULATION WITH THE EDUCATIONAL SOFTWARE FATHOM FOR DEVELOPING PROBABILITY CONCEPTS IN STATISTICS CLASSROOM,https://iase-web.org/documents/papers/icots6/6e2_sanc.pdf,1,professor,Básico,ferramenta,tecnologia,Fathom
"06-6E3",6,Research in Statistics Education,TEACHER'S TRAINING IN A STATISTICS TEACHING EXPERIMENT,https://iase-web.org/documents/papers/icots6/6e3_gatt.pdf,0,,,,,
"06-6E4",6,Research in Statistics Education,INVESTIGATING THE 'DATA SENSE' OF PRESERVICE TEACHERS,https://iase-web.org/documents/papers/icots6/6e4_burg.pdf,0,,,,,
"06-6F1",6,Research in Statistics Education,MODELLING STUDENTS' LEARNING OF INTRODUCTORY STATISTICS,https://iase-web.org/documents/papers/icots6/6f1_temp.pdf,0,,,,,
"06-6F2",6,Research in Statistics Education,CHOOSING TO STUDY INDEPENDENTLY - WHEN IS IT A BAD IDEA?,https://iase-web.org/documents/papers/icots6/6f2_fran.pdf,0,,,,,
"06-6F3",6,Research in Statistics Education,EVALUATING THE IMPACT OF MULTIMEDIA LECTURES ON STUDENT LEARNING AND ATTITUDES,https://iase-web.org/documents/papers/icots6/6f3_hilt.pdf,0,,,,,
"06-6F4",6,Research in Statistics Education,INVESTIGATING PATTERNS OF INTERVIEW CONVERSATIONS AMONG LECTURERS IN THE MALAYSIAN INSTITUTES OF HIGHER LEARNING ON THE TEACHING OF STATISTICS AT THE INTRODUCTORY LEVEL,https://iase-web.org/documents/papers/icots6/6f4_mahm.pdf,0,,,,,
"06-6G1",6,Research in Statistics Education,INTRODUCING THE STUDY OF RANDOM SITUATIONS AND THEIR MODEL BUILDING PROCESS TO 14-15 YEARS OLD STUDENTS,https://iase-web.org/documents/papers/icots6/6g1_cout.pdf,1,aluno,Básico,ferramenta,pedagogia,Cabri-géomètre
"06-6G2",6,Research in Statistics Education,TEACHING PROBABILITY AND STATISTICS TO 10 YEARS OLD CHILDREN,https://iase-web.org/documents/papers/icots6/6g2_agre.pdf,0,,,,,
"06-6G3",6,Research in Statistics Education,ON THE USE OF PARADOXES IN THE TEACHING OF PROBABILITY,https://iase-web.org/documents/papers/icots6/6g3_levi.pdf,0,,,,,
"06-6G4",6,Research in Statistics Education,MISCONCEPTIONS IN PROBABILITY,https://iase-web.org/documents/papers/icots6/6g4_jun.pdf,0,,,,,
"06-6H1",6,Research in Statistics Education,TRAINING FUTURE RESEARCHERS IN STATISTICS EDUCATION: REFLECTIONS FROM THE SPANISH EXPERIENCE,https://iase-web.org/documents/papers/icots6/6h1_bata.pdf,0,,,,,
"06-7A1",6,Technology in Statistics Education,JAVA APPLETS AND MULTIMEDIA CATALOGUES FOR STATISTICS EDUCATION,https://iase-web.org/documents/papers/icots6/7a1_mitt.pdf,0,,,,,
"06-7A2",6,Technology in Statistics Education,APPLETS FOR EXPERIMENTING WITH STATISTICAL CONCEPTS,https://iase-web.org/documents/papers/icots6/7a2_dari.pdf,1,aluno,NA,ferramenta,tecnologia,VESTAC
"06-7A3",6,Technology in Statistics Education,INTERACTIVE CONTENT IN WEB PAGES TO TEACH STATISTICS,https://iase-web.org/documents/papers/icots6/7a3_stir.pdf,0,,,,,
"06-7B2",6,Technology in Statistics Education,COMPUTER MODULES FOR TEACHING STATISTICAL CONCEPTS,https://iase-web.org/documents/papers/icots6/7b2_mara.pdf,1,aluno,Superior,ferramenta,tecnologia,Lisp-Stat
"06-7B3",6,Technology in Statistics Education,TEACHING STATISTICAL CONCEPTS WITH SIMULATED DATA,https://iase-web.org/documents/papers/icots6/7b3_blej.pdf,1,aluno,NI,ferramenta,pedagogia,NI
"06-7B4",6,Technology in Statistics Education,HANDS-ON SURVEY RESEARCH IN A VIRTUAL ENVIRONMENT,https://iase-web.org/documents/papers/icots6/7b4_theu.pdf,1,"aluno,professor",NI,ferramenta,tecnologia,NI
"06-7C2",6,Technology in Statistics Education,"TECHNOLOGY, STATISTICAL THINKING AND ENGINEERING STUDENTS",https://iase-web.org/documents/papers/icots6/7c2_macg.pdf,1,aluno,Superior,ferramenta,pedagogia,Minitab
"06-7C3",6,Technology in Statistics Education,TEACHING EXPERIMENTAL DESIGN TO ENGINEERS: SOME EXPERIENCES AND ADVICE,https://iase-web.org/documents/papers/icots6/7c3_mont.pdf,0,,,,,
"06-7D1",6,Technology in Statistics Education,SIMULATION AS A TOOL TO DEVELOP STATISTICAL UNDERSTANDING,https://iase-web.org/documents/papers/icots6/7d1_burr.pdf,0,aluno,,,,
"06-7D2",6,Technology in Statistics Education,SIMULATING EXPERIMENTS WITH THE GRAPHIC CALCULATOR TI83PLUS,https://iase-web.org/documents/papers/icots6/7d2_herw.pdf,0,,,,,
"06-7E1",6,Technology in Statistics Education,"ST@TNET, AN INTERNET BASED SOFTWARE FOR TEACHING INTRODUCTORY STATISTICS",https://iase-web.org/documents/papers/icots6/7e1_sapo.pdf,0,,,,,
"06-7E2",6,Technology in Statistics Education,NEWS - GROUPS AND TEACHING STATISTICS. ARE THEY USEFUL?,https://iase-web.org/documents/papers/icots6/7e2_pang.pdf,0,,,,,
"06-7E3",6,Technology in Statistics Education,A PERSONAL JOURNEY TOWARD A VIRTUAL INTRODUCTORY STATISTICS COURSE: NOT (QUITE) READY FOR PRIME TIME,https://iase-web.org/documents/papers/icots6/7e3_wise.pdf,0,,,,,
"06-7F1",6,Technology in Statistics Education,ROUTE-TYPE AND LANDSCAPE-TYPE SOFTWARE FOR LEARNING STATISTICAL DATA ANALYSIS,https://iase-web.org/documents/papers/icots6/7f1_bakk.pdf,1,aluno,Básico,ferramenta,pedagogia,"Tinkerplots,Minitool"
"06-7F2",6,Technology in Statistics Education,"TECHNOLOGY, STATISTICS, AND SUBTLETIES OF MEASUREMENT: BRIDGING THE GAP BETWEEN SCIENCE AND MATHEMATICS",https://iase-web.org/documents/papers/icots6/7f2_eric.pdf,1,aluno,NI,ferramenta,pedagogia,Fathom
"06-7F4",6,Technology in Statistics Education,THE FATHOM EXPERIENCE-IS RESEARCH-BASED DEVELOPMENT OF A COMMERCIAL STATISTICS LEARNING ENVIRONMENT POSSIBLE?,https://iase-web.org/documents/papers/icots6/7f4_finz.pdf,1,NA,NA,ferramenta,tecnologia,Fathom
"06-7F5",6,Technology in Statistics Education,ALTERNATIVES TO SCATTERPLOTS,https://iase-web.org/documents/papers/icots6/7f5_kono.pdf,1,aluno,Básico,ferramenta,pedagogia,Tinkerplots
"06-7F6",6,Technology in Statistics Education,INTERACTIVE VISUALIZATIONS OF STATISTICAL RELATIONSHIPS: WHAT DO WE GAIN?,https://iase-web.org/documents/papers/icots6/7f6_rubi.pdf,1,professor,Básico,ferramenta,pedagogia,"Tinkerplots,Fathom"
"06-7G1",6,Technology in Statistics Education,USING EXCEL TO TEACH STATISTICS IN NEW ZEALAND SECONDARY SCHOOLS,https://iase-web.org/documents/papers/icots6/7g1_gile.pdf,1,aluno,Básico,ferramenta,tecnologia,Excel
"06-7G2",6,Technology in Statistics Education,A DATA ANALYSIS TOOL THAT ORGANIZES ANALYSIS BY VARIABLE TYPES,https://iase-web.org/documents/papers/icots6/7g2_carr.pdf,1,aluno,NA,ferramenta,tecnologia,"Excel,XLStatistics"
"06-7G3",6,Technology in Statistics Education,USING FATHOM TO PROMOTE INTERACTIVE EXPLORATIONS OF STATISTICAL CONCEPTS,https://iase-web.org/documents/papers/icots6/7g3_lock.pdf,1,aluno,Superior,ferramenta,tecnologia,Fathom
"06-7G4",6,Technology in Statistics Education,LIVE FIGURES: INTERACTIVE DIAGRAMS FOR STATISTICAL UNDERSTANDING,https://iase-web.org/documents/papers/icots6/7g4_cumm.pdf,1,aluno,NI,ferramenta,tecnologia,Excel
"06-8A1",6,Other determinants and developments in Statistics Education,THE ISSUE OF MOTIVATION AND EXPECTATION IN THE INTRODUCTORY STATISTICS - OBSTACLES AND OPPORTUNITIES,https://iase-web.org/documents/papers/icots6/8a1_lee.pdf,0,,,,,
"06-8A2",6,Other determinants and developments in Statistics Education,TEACHING STATISTICS USING SHORT STORIES: REDUCING ANXIETY AND CHANGING ATTITUDES,https://iase-web.org/documents/papers/icots6/8a2_dand.pdf,0,,,,,
"06-8A4",6,Other determinants and developments in Statistics Education,EXAMINING THE INTERPLAY BETWEEN CONSTRUCTIVISM AND DIFFERENT LEARNING STYLES,https://iase-web.org/documents/papers/icots6/8a4_mill.pdf,0,,,,,
"06-8A5",6,Other determinants and developments in Statistics Education,"INFLUENCE OF ATTITUDE TOWARDS STATISTICS, ENGLISH LANGUAGE ABILITY AND MATHEMATICAL ABILITY IN THE SUBJECT QUANTITATIVE TECHNIQUES AT THE VAAL TRIANGLE TECHNIKON, SOUTH AFRICA",https://iase-web.org/documents/papers/icots6/8a5_nola.pdf,0,,,,,
"06-8B1",6,Other determinants and developments in Statistics Education,SUPPORTING TEACHERS' UNDERSATNDING OF STATISTICAL DATA ANALYSIS: LEARNING TRAJECTORIES AS TOOLS FOR CHANGE,https://iase-web.org/documents/papers/icots6/8b1_mccl.pdf,0,,,,,
"06-8B2",6,Other determinants and developments in Statistics Education,STUDENTS' USE OF MODAL CLUMPS TO SUMMARIZE DATA,https://iase-web.org/documents/papers/icots6/8b2_kono.pdf,0,,,,,
"06-8B3",6,Other determinants and developments in Statistics Education,DISTRIBUTION: A RESOURCE FOR UNDERSTANDING ERROR AND NATURAL VARIATION,https://iase-web.org/documents/papers/icots6/8b3_lehr.pdf,0,,,,,
"06-8E1",6,Other determinants and developments in Statistics Education,THE BENEFITS OF FITTING THE STATISTICAL POSTER COMPETITION INTO THE CURRICULUM,https://iase-web.org/documents/papers/icots6/8e1_quin.pdf,0,,,,,
"06-8E2",6,Other determinants and developments in Statistics Education,FINAL YEAR BUSINESS STUDENTS EXPERIENCES OF DATA ANALYSIS IN PROJECTS,https://iase-web.org/documents/papers/icots6/8e2_sohl.pdf,0,,,,,
"06-8E3",6,Other determinants and developments in Statistics Education,DATA ANALYSIS TALENT AWARD: A GIANT LEAP!,https://iase-web.org/documents/papers/icots6/8e3_habi.pdf,0,,,,,
"06-8E4",6,Other determinants and developments in Statistics Education,PEDAGOGIC ISSUES REQUIRED FOR SUCCESSFUL STATISTICAL PROJECT COMPETITIONS,https://iase-web.org/documents/papers/icots6/8e4_star.pdf,0,,,,,
"06-8F1",6,Other determinants and developments in Statistics Education,STATISTICAL LITERACY AND THE MEDIA,https://iase-web.org/documents/papers/icots6/8f1_pode.pdf,0,,,,,
"06-8G1",6,Other determinants and developments in Statistics Education,STATISTICS TEACHING ENHANCED BY TEAMWORK - A MULTICULTURAL EXPERIENCE IN SOUTH AFRICA,https://iase-web.org/documents/papers/icots6/8g1_blig.pdf,0,,,,,
"06-9B1",6,An international perspective on Statistics Education,AN EXPERIMENTAL APPROACH FOR TEACHING STATISTICS IN THE EGYPTIAN SCHOOLS,https://iase-web.org/documents/papers/icots6/9b1_elsa.pdf,0,,,,,
"06-9B3",6,An international perspective on Statistics Education,TEACHING OF STATISTICS IN KENYA,https://iase-web.org/documents/papers/icots6/9b3_odhi.pdf,0,,,,,
"06-9C1",6,An international perspective on Statistics Education,TEACHING STATISTICS IN SECONDARY SCHOOL. AN OVERVIEW: FROM THE CURRICULUM TO REALITY,https://iase-web.org/documents/papers/icots6/9c1_deca.pdf,0,,,,,
"06-9C2",6,An international perspective on Statistics Education,STOCHASTIC EDUCATION IN THE IBERO-AMERICAN COUNTRIES,https://iase-web.org/documents/papers/icots6/9c2_este.pdf,0,,,,,
"06-9C3",6,An international perspective on Statistics Education,THE DEVELOPMENT OF STATISTICS IN THE STRUCTURE OF THE ARGENTINE NATIONAL EDUCATIONAL SYSTEM,https://iase-web.org/documents/papers/icots6/9c3_tera.pdf,0,,,,,
"06-9D1",6,An international perspective on Statistics Education,STATISTICS EDUCATION IN HONG KONG,https://iase-web.org/documents/papers/icots6/9d1_lam.pdf,0,,,,,
"06-9D2",6,An international perspective on Statistics Education,TEACHING STATISTICS IN MANAGEMENT COURSES IN INDIA,https://iase-web.org/documents/papers/icots6/9d2_sure.pdf,0,,,,,
"06-9D3",6,An international perspective on Statistics Education,PRESENT STATUS OF STATISTICAL EDUCATION IN INDIA,https://iase-web.org/documents/papers/icots6/9d3_hood.pdf,0,,,,,
"06-9D4",6,An international perspective on Statistics Education,DEVELOPMENT OF THE HIGHER STATISTICS EDUCATION IN CHINA,https://iase-web.org/documents/papers/icots6/9d4_yzha.pdf,0,,,,,
"07-1A1",7,Working cooperatively in Statistics Education,THE WORTH OF DATA: THE TALE OF AN EXPERIENCE FOR PROMOTING AND IMPROVING STATISTICAL LITERACY,https://iase-web.org/documents/papers/icots7/1A1_BARB.pdf,0,,,,,
"07-1A2",7,Working cooperatively in Statistics Education,COMMUNICATING STATISTICS TO THE MEDIA: TELLING THE STORY BEHIND THE NUMBERS,https://iase-web.org/documents/papers/icots7/1A2_CROM.pdf,0,,,,,
"07-1A3",7,Working cooperatively in Statistics Education,INTRODUCING DATA INTO CANADIAN ACADEMIC LIBRARIES: THE STRAW THAT DIDN’T BREAK THE CAMEL’S BACK,https://iase-web.org/documents/papers/icots7/1A3_WATK.pdf,0,,,,,
"07-1B1",7,Working cooperatively in Statistics Education,A FIRST YEAR STATISTICS PROGRAMME FOR INDIGENOUS AND MIGRANT STUDENTS ARRIVED AT BY CO-OPERATING WITH LOCAL COMMUNITIES AND THE STUDENTS THEMSELVES,https://iase-web.org/documents/papers/icots7/1B1_CLAR.pdf,0,,,,,
"07-1B2",7,Working cooperatively in Statistics Education,THE FIRST INTERNSHIP PROGRAM ORGANIZED BY THE STATISTICS DIVISION IN THE HISTORY OF PAKISTAN,https://iase-web.org/documents/papers/icots7/1B2_HABI.pdf,0,,,,,
"07-1B3",7,Working cooperatively in Statistics Education,CALLS FOR 911 SERVICE: A COLLABORATION BETWEEN CLEVELAND STATE UNIVERSITY AND THE CLEVELAND CITY POLICE DEPARTMENT,https://iase-web.org/documents/papers/icots7/1B3_HOLC.pdf,0,,,,,
"07-1C1",7,Working cooperatively in Statistics Education,MATHEMATICS EDUCATION AND STATISTICS EDUCATION: MEETING POINTS AND PERSPECTIVES,https://iase-web.org/documents/papers/icots7/1C1_CAMP.pdf,0,,,,,
"07-1C2",7,Working cooperatively in Statistics Education,STATISTICS AND MATHEMATICS: IS IT POSSIBLE TO CREATE FRUITFUL LINKS?,https://iase-web.org/documents/papers/icots7/1C2_GATT.pdf,0,,,,,
"07-1C3",7,Working cooperatively in Statistics Education,A WEB ENVIRONMENT TO IMPROVE CONNECTIONS BETWEEN MATHEMATICS AND STATISTICS LEARNING,https://iase-web.org/documents/papers/icots7/1C3_MIGN.pdf,0,,,,,
"07-1D1",7,Working cooperatively in Statistics Education,"HOW STATISTICAL SOCIETIES, SUCH AS THE ROYAL STATISTICAL SOCIETY, CAN HELP STATISTICAL EDUCATION",https://iase-web.org/documents/papers/icots7/1D1_STAR.pdf,0,,,,,
"07-1D2",7,Working cooperatively in Statistics Education,TEACHING STATISTICS TO UNDERGRADUATE STUDENTS OF THE SOCIAL SCIENCES,https://iase-web.org/documents/papers/icots7/1D2_HERN.pdf,0,,,,,
"07-1D3",7,Working cooperatively in Statistics Education,"STATISTICAL RESEARCH–TRAINING–CONSULTING AT A MATHEMATICS RESEARCH CENTER (CIMAT, MEXICO)",https://iase-web.org/documents/papers/icots7/1D3_AVIL.pdf,0,,,,,
"07-1E2",7,Working cooperatively in Statistics Education,INTERNATIONAL COOPERATION IN STATISTICS EDUCATION IN LATIN AMERICA: THE CHILEAN EXPERIENCE,https://iase-web.org/documents/papers/icots7/1E2_DELP.pdf,0,,,,,
"07-1E3",7,Working cooperatively in Statistics Education,COOPERATION IN RESEARCH AND IN TEACHING STATISTICS IN ARGENTINA,https://iase-web.org/documents/papers/icots7/1E3_HAED.pdf,0,,,,,
"07-2A1",7,Statistics Education at the school level,PROSPECTIVE TEACHERS’ AWARENESS OF YOUNG CHILDREN’S STOCHASTIC ACTIVITIES,https://iase-web.org/documents/papers/icots7/2A1_PAPA.pdf,0,,Básico,,,
"07-2A2",7,Statistics Education at the school level,"STOCHASTICS, DIGITAL LEARNING OBJECTS AND THE PRIMARY CLASSROOM",https://iase-web.org/documents/papers/icots7/2A2_WAY.pdf,0,,Básico,,,
"07-2A3",7,Statistics Education at the school level,THE INTERPLAY BETWEEN STUDENTS’ STATISTICAL KNOWLEDGE AND CONTEXT KNOWLEDGE IN ANALYZING DATA,https://iase-web.org/documents/papers/icots7/2A3_LANG.pdf,0,,Básico,,,
"07-2A4",7,Statistics Education at the school level,DEVELOPING A MODEL TO DESCRIBE THE USE OF CONTEXT KNOWLEDGE IN DATA EXPLORATIONS,https://iase-web.org/documents/papers/icots7/2A4_MOON.pdf,0,,Básico,,,
"07-2B1",7,Statistics Education at the school level,FACTORS CONSIDERED BY SECONDARY STUDENTS WHEN JUDGING THE VALIDITY OF A GIVEN STATISTICAL GENERALIZATION,https://iase-web.org/documents/papers/icots7/2B1_INNA.pdf,0,,Básico,,,
"07-2B2",7,Statistics Education at the school level,MEANING OF THE DISPERSION AND ITS MEASURES IN SECONDARY EDUCATION,https://iase-web.org/documents/papers/icots7/2B2_ORTE.pdf,0,,Básico,,,
"07-2B3",7,Statistics Education at the school level,A FRAMEWORK FOR TEACHING STATISTICS WITHIN THE K-12 MATHEMATICS CURRICULUM,https://iase-web.org/documents/papers/icots7/2B3_KADE.pdf,0,,Básico,,,
"07-2B4",7,Statistics Education at the school level,"INCREASING SECONDARY STUDENTS’ STATISTICAL KNOWLEDGE BY FOCUSING ON TEACHERS’ ENGAGEMENT AT LAVRAS, MINAS GERAIS, BRAZIL",https://iase-web.org/documents/papers/icots7/2B4_KATA.pdf,0,,Básico,,,
"07-2C1",7,Statistics Education at the school level,ENHANCING THE LINK BETWEEN STATISTICS AND MINERAL PROCESSING THROUGH PROJECT BASED LEARNING,https://iase-web.org/documents/papers/icots7/2C1_PERI.pdf,0,,Básico,,,
"07-2C2",7,Statistics Education at the school level,A QUANTITATIVE STUDY OF COUNTRIES USING POPULATION DATA AND PYRAMID GRAPHS,https://iase-web.org/documents/papers/icots7/2C2_KRAN.pdf,0,,Básico,,,
"07-2C3",7,Statistics Education at the school level,LEARNING BASED ON REAL CONTEXT PROBLEMS AND NOTIONS OF PROBABILITY DISTRIBUTIONS AND EXPECTED VALUE,https://iase-web.org/documents/papers/icots7/2C3_ALBE.pdf,0,,Básico,,,
"07-2C4",7,Statistics Education at the school level,CONCEPTUALIZING APPLIED PROBABILITY THROUGH PROJECT-BASED LEARNING,https://iase-web.org/documents/papers/icots7/2C4_MATI.pdf,0,,Básico,,,
"07-2D1",7,Statistics Education at the school level,USING TINKERPLOTS TO SCAFFOLD STUDENTS’ INFORMAL INFERENCE AND ARGUMENTATION,https://iase-web.org/documents/papers/icots7/2D1_BENZ.pdf,1,aluno,Básico,ferramenta,pedagogia,Tinkerplots
"07-2D2",7,Statistics Education at the school level,WORKING STYLES AND OBSTACLES: COMPUTER-SUPPORTED COLLABORATIVE LEARNING IN STATISTICS,https://iase-web.org/documents/papers/icots7/2D2_BIEH.pdf,1,aluno,Básico,ferramenta,tecnologia,Fathom
"07-2D3",7,Statistics Education at the school level,EXPLORING INFORMAL INFERENCE WITH INTERACTIVE VISUALIZATION SOFTWARE,https://iase-web.org/documents/papers/icots7/2D3_RUBI.pdf,1,professor,Básico,ferramenta,tecnologia,Tinkerplots
"07-2D4",7,Statistics Education at the school level,USING TECHNOLOGY TO SUPPORT DIAGRAMMATIC REASONING ABOUT CENTER AND VARIATION,https://iase-web.org/documents/papers/icots7/2D4_BAKK.pdf,1,aluno,Básico,ferramenta,tecnologia,Tinkerplots
"07-2E2",7,Statistics Education at the school level,A POST-CALCULUS INTRODUCTION TO STATISTICS FOR FUTURE SECONDARY TEACHERS,https://iase-web.org/documents/papers/icots7/2E2_ROSS.pdf,0,,Básico,,,
"07-2E3",7,Statistics Education at the school level,ENHANCING ELEMENTARY PRESERVICE TEACHERS’ CONCEPTIONS OF VARIATION IN A PROBABILITY CONTEXT,https://iase-web.org/documents/papers/icots7/2E3_CANA.pdf,0,,Básico,,,
"07-2E4",7,Statistics Education at the school level,ANALYZING TEACHER RESISTANCE TO TEACHING PROBABILITY IN COMPULSORY EDUCATION,https://iase-web.org/documents/papers/icots7/2E4_SERR.pdf,0,,Básico,,,
"07-2F1",7,Statistics Education at the school level,INTRODUCING STATISTICS AT SCHOOL LEVEL IN SOUTH AFRICA,https://iase-web.org/documents/papers/icots7/2F1_NORT.pdf,0,,Básico,,,
"07-2F2",7,Statistics Education at the school level,REASONING WITH EVIDENCE – DEVELOPING CURRICULUM,https://iase-web.org/documents/papers/icots7/2F2_NICH.pdf,0,,Básico,,,
"07-2F3",7,Statistics Education at the school level,AN EVALUATION STUDY OF THE PROCESS OF REFORM OF STATISTICS TEACHING AT THE SECONDARY LEVEL IN BENIN: ASSESSMENT AND PERSPECTIVES,https://iase-web.org/documents/papers/icots7/2F3_ACCR.pdf,0,,Básico,,,
"07-2G1",7,Statistics Education at the school level,STUDENT TEACHERS INTERPRETING MEDIA GRAPHS,https://iase-web.org/documents/papers/icots7/2G1_MONT.pdf,0,,Básico,,,
"07-2G2",7,Statistics Education at the school level,ACCOUNTING FOR TEACHERS’ INSTRUCTIONAL REALITIES WHEN SUPPORTING THEIR PROFESSIONAL DEVELOPMENT IN STATISTICS,https://iase-web.org/documents/papers/icots7/2G2_CORT.pdf,0,,Básico,,,
"07-2G3",7,Statistics Education at the school level,"A STRUCTURAL EQUATION MODEL ANALYZING THE RELATIONSHIP STUDENTS’ STATISTICAL REASONING ABILITIES, THEIR ATTITUDES TOWARD STATISTICS, AND LEARNING APPROACHES",https://iase-web.org/documents/papers/icots7/2G3_TEMP.pdf,0,,Básico,,,
"07-3A1",7,Statistics Education at the post-secondary level,LETTING STUDENTS UNDERSTAND WHY STATISTICS IS WORTH STUDYING,https://iase-web.org/documents/papers/icots7/3A1_SOWE.pdf,0,,Superior,,,
"07-3A2",7,Statistics Education at the post-secondary level,"FROM STATISTICIAN TO OPHTHALMOLOGIST VIA NURSING, OCCUPATIONAL THERAPY AND PHYSIOTHERAPY",https://iase-web.org/documents/papers/icots7/3A2_MCFA.pdf,0,,Superior,,,
"07-3A3",7,Statistics Education at the post-secondary level,"TEACHING STATISTICAL CONCEPTS, FUNDAMENTALS AND MODELLING",https://iase-web.org/documents/papers/icots7/3A3_OBRI.pdf,1,aluno,Superior,ferramenta,pedagogia,Minitab
"07-3A4",7,Statistics Education at the post-secondary level,STATISTICS EDUCATION IN THE NETHERLANDS AND FLANDERS: AN OUTLINE OF INTRODUCTORY COURSES AT UNIVERSITIES AND COLLEGES,https://iase-web.org/documents/papers/icots7/3A4_VERH.pdf,0,,Superior,,,
"07-3B1",7,Statistics Education at the post-secondary level,THE HISTORICAL DEVELOPMENT OF ROBUST STATISTICS,https://iase-web.org/documents/papers/icots7/3B1_RONC.pdf,0,,Superior,,,
"07-3B2",7,Statistics Education at the post-secondary level,INTERACTIVE LEARNING TOOLS,https://iase-web.org/documents/papers/icots7/3B2_ZAMA.pdf,1,NA,Superior,ferramenta,tecnologia,Robust Regression Applet
"07-3B3",7,Statistics Education at the post-secondary level,THE TEACHING OF ROBUST STATISTICS FOR REGRESSION,https://iase-web.org/documents/papers/icots7/3B3_YOHA.pdf,0,,Superior,,,
"07-3C1",7,Statistics Education at the post-secondary level,MENTORING STATISTICIANS IN FORMAL DEGREE PROGRAMS: THE MASTERS IN BIOSTATISTICS AT THE UNIVERSIDAD DE CHILE (1983-2005): ENTERING THE 21ST CENTURY,https://iase-web.org/documents/papers/icots7/3C1_SILV.pdf,0,,Superior,,,
"07-3C2",7,Statistics Education at the post-secondary level,AS GOOD AS IT GETS: CHALLENGES IN TEACHING APPLIED STATISTICS,https://iase-web.org/documents/papers/icots7/3C2_SING.pdf,0,,Superior,,,
"07-3C3",7,Statistics Education at the post-secondary level,MENTORING GRADUATE STUDENTS IN APPRENTICESHIP POSITIONS AS RESEARCH ASSISTANTS: THE EXPERIENCE AT THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,https://iase-web.org/documents/papers/icots7/3C3_BANG.pdf,0,,Superior,,,
"07-3C4",7,Statistics Education at the post-secondary level,MENTORING IN THE FINAL PROJECT OF A BACHELOR IN STATISTICS,https://iase-web.org/documents/papers/icots7/3C4_BLAC.pdf,0,,Superior,,,
"07-3D1",7,Statistics Education at the post-secondary level,TEACHING STATISTICS AND RESEARCH METHODS TO HETEROGENEOUS GROUPS: THE WESTMINSTER EXPERIENCE,https://iase-web.org/documents/papers/icots7/3D1_PORT.pdf,0,,Superior,,,
"07-3D2",7,Statistics Education at the post-secondary level,TEACHING ACADEMICALLY DIVERSE GROUPS,https://iase-web.org/documents/papers/icots7/3D2_BERE.pdf,0,,Superior,,,
"07-3D3",7,Statistics Education at the post-secondary level,CREATING STATISTICAL RESOURCES FROM REAL DATASETS – THE STARS PROJECT,https://iase-web.org/documents/papers/icots7/3D3_BIDG.pdf,1,aluno,Superior,ferramenta,tecnologia,"Excel,Minitab,SPSS"
"07-3E1",7,Statistics Education at the post-secondary level,ANALYZING DNA MICROARRAYS WITH UNDERGRADUATE STATISTICIANS,https://iase-web.org/documents/papers/icots7/3E1_HARD.pdf,0,,Superior,,,
"07-3E2",7,Statistics Education at the post-secondary level,SUCCESSFUL STRATEGIES FOR TEACHING MULTIVARIATE STATISTICS,https://iase-web.org/documents/papers/icots7/3E2_HAIR.pdf,0,,Superior,,,
"07-3E3",7,Statistics Education at the post-secondary level,BASIC MULTIVARIATE THEMES AND METHODS,https://iase-web.org/documents/papers/icots7/3E3_HARL.pdf,0,,Superior,,,
"07-3E4",7,Statistics Education at the post-secondary level,LUDOVIC LEBART’S APPROACH: A WAY FOR TEACHING APPLIED MULTIVARIATE STATISTICS IN GRADUATE COURSES WITH A HETEROGENEOUS AUDIENCE,https://iase-web.org/documents/papers/icots7/3E4_GOLD.pdf,0,,Superior,,,
"07-3F1",7,Statistics Education at the post-secondary level,SMOOTHING TECHNIQUES IN SPATIAL STATISTICS,https://iase-web.org/documents/papers/icots7/3F1_MANT.pdf,0,,Superior,,,
"07-3F2",7,Statistics Education at the post-secondary level,SMOOTHING SEQUENCES OF DATA BY EXTREME SELECTORS,https://iase-web.org/documents/papers/icots7/3F2_DEWE.pdf,0,,Superior,,,
"07-3F3",7,Statistics Education at the post-secondary level,TEACHING NON-PARAMETRIC STATISTICS TO STUDENTS IN HEALTH SCIENCES,https://iase-web.org/documents/papers/icots7/3F3_CAMP.pdf,0,,Superior,,,
"07-3G1",7,Statistics Education at the post-secondary level,TEACHING STUDENTS AND STAFF CONSULTANCY SKILLS,https://iase-web.org/documents/papers/icots7/3G1_ROTH.pdf,0,,Superior,,,
"07-3G2",7,Statistics Education at the post-secondary level,ANALYSING DATA FROM A CLASS TAUGHT WITH CLICKERS,https://iase-web.org/documents/papers/icots7/3G2_ALVA.pdf,0,,Superior,,,
"07-3G3",7,Statistics Education at the post-secondary level,PRACTICE IMPROVES PRESENTATION,https://iase-web.org/documents/papers/icots7/3G3_JOLL.pdf,0,,Superior,,,
"07-3H1",7,Statistics Education at the post-secondary level,TEACHING STATISTICS AND RESEARCH METHODS: AN INTEGRATED APPROACH,https://iase-web.org/documents/papers/icots7/3H1_VANB.pdf,0,,Superior,,,
